iter	RMSE
194	0.1143221615
195	0.1138821854
196	0.1131121957
197	0.1127605774
198	0.1123662226
199	0.1119321927
200	0.111317017
201	0.1107956352
202	0.1105153509
203	0.1099982705
204	0.1093095503
205	0.1088282595
206	0.1081631938
207	0.1077173017
208	0.1072296096
209	0.106815091
210	0.1066096879
211	0.105903683
212	0.1057831148
213	0.1054018199
214	0.1050057884
215	0.1046544171
216	0.1044720647
217	0.1039174562
218	0.1034844891
219	0.1030288886
220	0.1023345537
221	0.1016786702
222	0.1013325897
223	0.1007109051
224	0.1000097583
225	0.09951506614
226	0.09895272818
227	0.09882812014
228	0.0980485796
229	0.0978394027
230	0.09739310901
231	0.0969081738
232	0.09641256498
233	0.09587705548
234	0.09538249669
235	0.09479032372
236	0.09434073208
237	0.09422493285
238	0.09394489919
239	0.09384355618
240	0.09324431392
241	0.09314290162
242	0.09294197342
243	0.09279722866
244	0.09270424534
245	0.09259669021
246	0.09239517828
247	0.09170599956
248	0.09161759148
249	0.09146551672
250	0.09114522228
251	0.09061307418
252	0.09007039639
253	0.08997913362
254	0.08935128145
255	0.08926180642
256	0.08882671085
257	0.08871174777
258	0.08822754018
259	0.088141056
260	0.08764181953
261	0.08699138337
262	0.08649323155
263	0.0860057954
264	0.0853432781
265	0.0852610635
266	0.0847539441
267	0.08420002441
268	0.08361991834
269	0.0829889506
270	0.08248116897
271	0.0819797893
272	0.08190355891
273	0.08148788007
274	0.08108647762
275	0.08101118787
276	0.0806256203
277	0.08002043415
278	0.07945135179
279	0.07885017835
280	0.0783501234
281	0.07777207057
282	0.07770162978
283	0.0776321093
284	0.0772096258
285	0.07664929586
286	0.07658056511
287	0.07608315094
288	0.07601546655
289	0.0755925911
290	0.07504715073
291	0.07457956548
292	0.07394191619
293	0.07348518183
294	0.07306477566
295	0.07256604212
296	0.0722101462
297	0.07169500948
298	0.07158732899
299	0.07125557086
300	0.07091485634
301	0.07033938102
302	0.06977538331
303	0.06919865154
304	0.06870317573
305	0.06828766746
306	0.06788813214
307	0.06759426876
308	0.06732386742
309	0.06694046615
310	0.06688414412
311	0.06661706662
312	0.06632615255
313	0.06583123932
314	0.06535912026
315	0.06497269359
316	0.06460822443
317	0.06455549751
318	0.06428526382
319	0.06403897142
320	0.06368688425
321	0.06321588257
322	0.06294967777
323	0.06251044863
324	0.0621546159
325	0.06176295481
326	0.06142010599
327	0.06097046427
328	0.06059277959
329	0.06012221945
330	0.06007385569
331	0.0600259642
332	0.05968362915
333	0.05963639911
334	0.05955208551
335	0.05912013866
336	0.05876030782
337	0.05827093009
338	0.05794673892
339	0.05756621892
340	0.0575211273
341	0.05712201748
342	0.05676331175
343	0.05671633799
344	0.05641213881
345	0.0561122331
346	0.05606879083
347	0.05577099828
348	0.05537331095
349	0.05503380152
350	0.05474441946
351	0.05441945577
352	0.0540486878
353	0.05383622961
354	0.05379443844
355	0.05351390611
356	0.05319716054
357	0.05298893227
358	0.05294829298
359	0.0527439509
360	0.05270401672
361	0.05243523142
362	0.05223470944
363	0.05197328122
364	0.05193423114
365	0.05161183014
366	0.05127379449
367	0.05094314603
368	0.05075067164
369	0.0505616477
370	0.05025242815
371	0.04999768503
372	0.04970861487
373	0.04964109716
374	0.04957483715
375	0.0492936788
376	0.04897915084
377	0.048671546
378	0.04837072499
379	0.04810133711
380	0.0478086692
381	0.0475224754
382	0.04723048998
383	0.04690474193
384	0.04664923119
385	0.046369298
386	0.0461991244
387	0.04603201871
388	0.04566590528
389	0.04530859005
390	0.04506695145
391	0.04471926704
392	0.04437998601
393	0.04414558041
394	0.04383936435
395	0.04358091833
396	0.0433272683
397	0.04310197149
398	0.04288157933
399	0.04264808647
400	0.0424279699
401	0.04231699104
402	0.04218690753
403	0.04211178585
404	0.04200580556
405	0.04187120304
406	0.04164459162
407	0.04142315266
408	0.04109922865
409	0.04102708016
410	0.04078179005
411	0.04057049181
412	0.04036059508
413	0.04033165765
414	0.04009304983
415	0.03988902679
416	0.03958432359
417	0.03938869172
418	0.03922336907
419	0.03899329864
420	0.03880387188
421	0.03877595805
422	0.03874841309
423	0.03856315461
424	0.03853592375
425	0.03826677466
426	0.03808675581
427	0.03782443692
428	0.03758758117
429	0.03735647846
430	0.03713518975
431	0.0370646558
432	0.03683907496
433	0.036812486
434	0.03678625189
435	0.03676036776
436	0.03660351097
437	0.03635150296
438	0.03619908644
439	0.03601650519
440	0.03576539848
441	0.03561706735
442	0.0354627442
443	0.03521768295
444	0.03506709965
445	0.03483004717
446	0.03471078556
447	0.03455295697
448	0.034302591
449	0.03413694112
450	0.03397553173
451	0.03383123601
452	0.03366477186
453	0.03348110017
454	0.03330145809
455	0.03315459483
456	0.03313037491
457	0.03310648295
458	0.032881054
459	0.03270715106
460	0.03257362386
461	0.03244931478
462	0.03221602776
463	0.0320386387
464	0.03186569779
465	0.03171531948
466	0.03154772063
467	0.03140853232
468	0.03123483948
469	0.03110635603
470	0.03098272548
471	0.03081603249
472	0.03064436634
473	0.03062245788
474	0.03044504407
475	0.03042346496
476	0.03040218072
477	0.03023625456
478	0.03021531872
479	0.03009478578
480	0.02990798889
481	0.02976536822
482	0.0296568238
483	0.02951419602
484	0.02940775461
485	0.02923422891
486	0.0291037776
487	0.02908372711
488	0.02894670529
489	0.02892698506
490	0.0287257975
491	0.02859065436
492	0.02844528558
493	0.02832833584
494	0.02813360903
495	0.02799872252
496	0.02785886457
497	0.02773153996
498	0.02763482142
499	0.02749070713
500	0.02730343484
501	0.02713118704
502	0.02700149208
503	0.02685900616
504	0.0267202737
505	0.02656157058
506	0.02638454895
507	0.02622311936
508	0.02606583577
509	0.02593208887
510	0.02582639668
511	0.02567499129
512	0.02558733494
513	0.02548531551
514	0.02536589677
515	0.02528085114
516	0.0251584744
517	0.02504204508
518	0.02487737727
519	0.02475962723
520	0.02464681115
521	0.02448781991
522	0.02440785142
523	0.02425442922
524	0.02417545287
525	0.02409808659
526	0.02391855564
527	0.02376593799
528	0.02363307739
529	0.02351666305
530	0.02344191026
531	0.02331222636
532	0.02320413115
533	0.02308675503
534	0.02295227673
535	0.02287974171
536	0.02281611108
537	0.02274542305
538	0.02260263537
539	0.02253360846
540	0.02247236333
541	0.02240509728
542	0.02225567146
543	0.02215191971
544	0.02200137835
545	0.02194200213
546	0.02185589701
547	0.02179142787
548	0.02164720666
549	0.02154897062
550	0.02139096274
551	0.02132249835
552	0.02126095607
553	0.02112128489
554	0.02103428543
555	0.02097437307
556	0.02082209009
557	0.02073325667
558	0.02058459508
559	0.02045094173
560	0.02036825147
561	0.02028342236
562	0.02013962594
563	0.02005993993
564	0.01997835008
565	0.01983818116
566	0.01971481307
567	0.01965491339
568	0.01958744743
569	0.01950921275
570	0.01937424056
571	0.01925554124
572	0.01914414527
573	0.01901408465
574	0.018906678
575	0.01883212977
576	0.01870428746
577	0.01864093915
578	0.01850261963
579	0.0183985509
580	0.01826358161
581	0.01813159966
582	0.01802958677
583	0.01793001312
584	0.01786311673
585	0.01776589222
586	0.01768946427
587	0.01756197846
588	0.01749785719
589	0.01740399907
590	0.01731066907
591	0.017187285
592	0.01710268971
593	0.01701285886
594	0.01694555972
595	0.01685657717
596	0.01673859156
597	0.01662155177
598	0.01655615776
599	0.01645028505
600	0.01638676252
601	0.01630453587
602	0.01622040222
603	0.01611203639
604	0.01604529695
605	0.01594594513
606	0.01587985617
607	0.01578014527
608	0.01567734975
609	0.01560206116
610	0.01550269189
611	0.01542953221
612	0.01532987531
613	0.01525879175
614	0.0152000578
615	0.01510329169
616	0.0150281318
617	0.01493359195
618	0.01488617554
619	0.01483992649
620	0.01479481613
621	0.01470253575
622	0.01465003057
623	0.01456463755
624	0.01447938347
625	0.01439717739
626	0.01433785303
627	0.01428201696
628	0.0141933482
629	0.01411251498
630	0.01405593639
631	0.01398674115
632	0.01389423989
633	0.01384193448
634	0.01377221385
635	0.01370318052
636	0.01364786511
637	0.0135638575
638	0.01347951541
639	0.01342706522
640	0.01336435486
641	0.01328297106
642	0.01320947567
643	0.01314687522
644	0.01306786879
645	0.01301784873
646	0.01295310393
647	0.01287616954
648	0.01279338375
649	0.01274648716
650	0.01268405971
651	0.01260317374
652	0.01252996932
653	0.01248431202
654	0.01241008826
655	0.01235050552
656	0.01227325689
657	0.0122170431
658	0.01217088194
659	0.01212592968
660	0.0120564011
661	0.0120154337
662	0.01194515996
663	0.01188692505
664	0.011819868
665	0.0117735678
666	0.01170499337
667	0.01166081926
668	0.01159275172
669	0.01153727906
670	0.01149416934
671	0.01142824789
672	0.0113745331
673	0.01130588492
674	0.01126403705
675	0.01121194328
676	0.0111487185
677	0.01109821902
678	0.01103565018
679	0.01099506985
680	0.01093390488
681	0.01089421412
682	0.01085871149
683	0.01079860267
684	0.01076413883
685	0.01070580356
686	0.01067248599
687	0.010603835
688	0.01055339054
689	0.01050416363
690	0.01046659481
691	0.01042010777
692	0.0103633925
693	0.01032679718
694	0.01029097473
695	0.01022572736
696	0.01019439456
697	0.01014070946
698	0.01008812181
699	0.01004426106
700	0.00998179786
701	0.009935962329
702	0.009880449474
703	0.009823559118
704	0.009773627223
705	0.009720013034
706	0.009685713404
707	0.009641671577
708	0.009592359093
709	0.009549444636
710	0.009501214548
711	0.009468468406
712	0.009426866676
713	0.009368467412
714	0.009303253395
715	0.009261868572
716	0.009215881655
717	0.009185090225
718	0.009154525732
719	0.009092276529
720	0.009062711616
721	0.009002199474
722	0.008973288083
723	0.008922239617
724	0.008862824198
725	0.008834836757
726	0.008776986408
727	0.008706199714
728	0.008647043868
729	0.008591892876
730	0.008543997501
731	0.00848727497
732	0.00844087159
733	0.008413935703
734	0.008369811561
735	0.008303796492
736	0.008251798793
737	0.00819801754
738	0.008150564273
739	0.008118825685
740	0.008076559931
741	0.007999292287
742	0.007942762285
743	0.007867980062
744	0.007813364157
745	0.007740993622
746	0.007670336563
747	0.007635766526
748	0.007583783197
749	0.007543526268
750	0.007492869167
751	0.007453674131
752	0.007404307808
753	0.007366142681
754	0.007318032604
755	0.00728030939
756	0.007233444714
757	0.007211778749
758	0.007175525672
759	0.007112199131
760	0.007076417988
761	0.007031484541
762	0.006993429375
763	0.006958695982
764	0.006924993182
765	0.006888292761
766	0.006855774518
767	0.006835600515
768	0.00680396336
769	0.006767029809
770	0.00673104265
771	0.006711508084
772	0.006689476009
773	0.006667948871
774	0.006633210392
775	0.006612285118
776	0.006573178969
777	0.006539367153
778	0.006521338701
779	0.006503674662
780	0.006485033082
781	0.00646114788
782	0.006422029209
783	0.006403871547
784	0.006380439981
785	0.006342519471
786	0.006328331066
787	0.006296550128
788	0.006269956789
789	0.006238382503
790	0.006201961533
791	0.006171436292
792	0.006154452382
793	0.006131996733
794	0.006114582909
795	0.006098080356
796	0.006068105638
797	0.006043823997
798	0.006015194372
799	0.005979674449
800	0.005948720003
801	0.005920432985
802	0.005885908059
803	0.005857686111
804	0.00582418948
805	0.005783535958
806	0.005756683861
807	0.005724172599
808	0.005684543829
809	0.005662594488
810	0.00563110808
811	0.005592732423
812	0.005573458344
813	0.005542978467
814	0.005504969849
815	0.005479635599
816	0.005460800415
817	0.0054240406
818	0.00539917646
819	0.005362642003
820	0.005344411204
821	0.005324788812
822	0.005288832849
823	0.005249501053
824	0.005211041552
825	0.005173436929
826	0.005160540184
827	0.005123833414
828	0.005111244309
829	0.005075415217
830	0.005046096425
831	0.005023285485
832	0.005011117449
833	0.004989041179
834	0.004977202188
835	0.004955837278
836	0.004941742849
837	0.004921032971
838	0.004905118083
839	0.004891597649
840	0.004871643998
841	0.004856474992
842	0.004831527958
843	0.004815694125
844	0.004786044517
845	0.004773328375
846	0.004760279672
847	0.004745121533
848	0.004726298858
849	0.004709965732
850	0.00469994184
851	0.004690110715
852	0.004677664215
853	0.004648959569
854	0.004634262926
855	0.004620785378
856	0.004594766402
857	0.004580888819
858	0.004555446911
859	0.004526622743
860	0.004512830269
861	0.004503757096
862	0.00447133731
863	0.004456763952
864	0.004424966279
865	0.004403013577
866	0.004394026231
867	0.004377112006
868	0.004361831506
869	0.004348916731
870	0.004331671839
871	0.004322753481
872	0.004314078181
873	0.004287845798
874	0.004261082197
875	0.004248298209
876	0.00422391064
877	0.004210375694
878	0.004201756921
879	0.004193300962
880	0.004180104533
881	0.004171826487
882	0.004161090629
883	0.00414699215
884	0.004132063264
885	0.00411457029
886	0.004097289233
887	0.004082751274
888	0.004066076603
889	0.0040492029
890	0.004024182086
891	0.004008107947
892	0.003992407351
893	0.003977070719
894	0.00395393608
895	0.003934566741
896	0.003908461002
897	0.003891287349
898	0.003879568364
899	0.00386809966
900	0.003849327553
901	0.003825733759
902	0.00380995809
903	0.003794512245
904	0.003778329989
905	0.003763253618
906	0.003751707895
907	0.003717865863
908	0.00370328357
909	0.003670234925
910	0.003650823752
911	0.003636739822
912	0.003604537087
913	0.003582845277
914	0.003551381159
915	0.00353028022
916	0.003519733723
917	0.0035059153
918	0.003475395455
919	0.003457158379
920	0.003443412822
921	0.003433307822
922	0.003420022529
923	0.003390491643
924	0.003370460743
925	0.003347484851
926	0.003337835445
927	0.003318342433
928	0.003308878778
929	0.003286609544
930	0.003277403767
931	0.003260782302
932	0.003251755458
933	0.003239346558
934	0.00321419856
935	0.003189530192
936	0.003165333579
937	0.003144753747
938	0.003126321518
939	0.003115123631
940	0.003091836097
941	0.0030689965
942	0.003049520757
943	0.003038754112
944	0.003021064377
945	0.003001907629
946	0.002991496193
947	0.002981283929
948	0.00297032751
949	0.002949405778
950	0.002928795265
951	0.00290849113
952	0.002889240395
953	0.002869367512
954	0.002851103152
955	0.002831751325
956	0.00281395188
957	0.002797282291
958	0.002779826612
959	0.002757898729
960	0.002739522485
961	0.002719810438
962	0.002698706634
963	0.002689141497
964	0.002668463966
965	0.002659158515
966	0.002641371041
967	0.002626242838
968	0.002608907685
969	0.002594181616
970	0.002585324721
971	0.002572949775
972	0.002564275385
973	0.002555533216
974	0.002538836912
975	0.002522459457
976	0.002508396355
977	0.002500032103
978	0.002491707419
979	0.002475815977
980	0.002458977836
981	0.002449708003
982	0.00244155075
983	0.002426162609
984	0.00241820218
985	0.002404935071
986	0.002396715887
987	0.002388916976
988	0.002374060483
989	0.00236644975
990	0.002350606524
991	0.002333706937
992	0.002317880086
993	0.002304153136
994	0.002288128197
995	0.00227489791
996	0.002269163442
997	0.002255226243
998	0.00224834446
999	0.002241638212
